game_id,timestamp,type,player,model_name,role,prompt,turn,move,from,to,outcome,captured,board_after,meta_json
20251111_113407,2025-11-11T11:34:07,prompt,0,gemma3:270m,initial,"""As an advanced Stratego AI focusing on strategic mastery and optimal moves, prioritize capturing enemy pieces while maintaining strong defense and avoiding redundancy:

[D1 G1 or D1 E1 based on opponent's setup]""",,,,,,,,
20251111_113407,2025-11-11T11:34:07,prompt,1,qwen2.5:0.5b,initial,"""As an advanced Stratego AI focusing on strategic mastery and optimal moves, prioritize capturing enemy pieces while maintaining strong defense and avoiding redundancy:

[D1 G1 or D1 E1 based on opponent's setup]""",,,,,,,,
20251111_113407,2025-11-11T11:34:56,move,0,gemma3:270m,,,0,D0 E0,,,,,,
20251111_113407,2025-11-11T11:35:44,move,1,qwen2.5:0.5b,,,1,G5 F5,,,,,,
20251111_113407,2025-11-11T11:36:33,move,0,gemma3:270m,,,2,D1 E1,,,,,,
20251111_113407,2025-11-11T11:37:13,move,1,qwen2.5:0.5b,,,3,G4 D4,,,,,,
20251111_113407,2025-11-11T11:38:01,move,0,gemma3:270m,,,4,E1 D1,,,,,,
20251111_113407,2025-11-11T11:38:41,move,1,qwen2.5:0.5b,,,5,H4 G4,,,,,,
20251111_113407,2025-11-11T11:39:30,move,0,gemma3:270m,,,6,C0 D0,,,,,,
20251111_113407,2025-11-11T11:40:13,move,1,qwen2.5:0.5b,,,7,G9 F9,,,,,,
